B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq
OTU_687	1.9133	1.3792	1.6881	1.8955	1.091	1.6413	1.1375	1.8092	1.5675	2.1287	2.621	1.1111
OTU_675	4.201	3.9459	4.0492	3.7058	3.9721	4.0966	2.8875	4.0024	3.6312	4.4775	4.5382	3.249
OTU_213	4.6273	3.7877	4.9542	4.6716	5.2269	4.701	3.9449	4.0343	4.5954	5.0632	5.9353	4.0073
OTU_30	6.7244	7.0521	6.9451	8.9226	7.461	7.314	8.1303	8.1204	7.3849	6.3337	5.903	8.0817
OTU_619	4.7804	5.1468	3.41	3.7058	3.328	2.7938	3.7866	2.9631	3.4355	2.9043	3.6621	3.5641
OTU_1702	1.3679	1.3792	1.9866	1.115	0.64628	0.0	1.1375	0.77868	0.83637	1.0271	0.62508	1.3487
OTU_62	6.6354	7.1366	4.3923	5.4254	5.6648	6.4717	6.0575	7.633	6.2182	4.2004	3.9165	6.368
OTU_901	1.1281	1.1381	0.0	1.3531	1.4305	0.88582	1.585	3.261	0.83637	0.0	0.0	0.47165
OTU_336	3.9288	3.7015	3.5983	4.0141	2.537	2.3893	3.2928	2.8953	2.8648	3.3703	3.1913	3.1266
OTU_273	3.7282	2.0713	3.3058	3.3131	3.8072	3.5358	3.0356	4.5571	4.161	3.3703	4.6823	2.8454
OTU_37	7.1306	7.1489	5.2493	5.9546	7.5594	7.3925	6.0832	5.5918	6.5798	5.9107	3.599	6.9266
OTU_857	1.9133	1.3792	1.845	2.0389	1.2707	0.88582	1.926	2.8242	1.1232	2.0404	2.1779	0.47165
OTU_401	4.5804	4.7981	5.0701	4.8571	4.8983	4.233	5.009	5.4806	4.5477	5.212	4.5549	5.208
OTU_311	4.1696	4.6904	4.7107	4.1467	3.7777	3.2446	4.0531	4.0959	3.2092	4.4942	4.4514	4.3997
OTU_99	5.3548	4.6679	5.4337	5.4892	5.2698	5.0166	4.8176	5.3347	5.2299	5.2321	5.7369	4.6646
OTU_31	5.396	6.0928	5.3445	4.0819	7.2629	6.7695	9.6449	7.9782	5.6912	6.9049	7.3548	6.4013
OTU_1280	6.8031	5.4274	6.1346	6.0166	6.5713	5.6366	4.0179	5.0375	6.6436	6.8378	7.1497	4.9617
OTU_1305	1.1281	1.5857	1.3112	0.82969	0.88573	0.50986	2.2016	0.0	0.83637	0.0	0.0	1.7313
OTU_194	4.9188	4.574	3.0067	4.0141	4.4158	4.701	4.9165	4.0959	6.4301	2.8535	3.4637	4.7291
OTU_3736	0.48053	0.48576	0.0	0.0	0.64628	0.0	0.0	0.44125	0.0	0.0	0.62508	0.0
OTU_2857	1.3679	0.84851	2.1155	1.8955	1.9357	1.8252	0.0	1.8092	2.0504	1.0271	0.62508	1.5526
OTU_117	5.3824	4.7345	4.2591	4.5331	3.9459	5.0902	4.4983	4.4666	5.6353	3.0916	3.0568	5.0819
OTU_4078	3.3904	3.8289	1.5119	1.7363	0.64628	4.6532	4.8379	1.4797	3.6312	1.4938	0.0	4.8693
OTU_390	3.335	2.7234	2.5397	3.4731	3.2444	3.5358	2.9635	3.2062	3.1466	3.6037	3.9922	2.921
OTU_2371	1.3679	2.0713	0.7997	1.115	0.88573	1.9882	0.48543	0.44125	1.9067	0.60307	0.34613	2.0334
OTU_787	2.7079	1.7663	2.8672	1.7363	1.5743	1.9882	1.585	2.0773	1.1232	2.1287	1.892	1.5526
OTU_207	4.201	4.6904	3.8781	2.9992	2.7336	4.6287	2.0704	1.9494	3.8824	2.5035	1.3934	3.4151
OTU_699	2.419	2.2025	2.1155	3.4217	2.3891	1.8252	1.926	2.6706	2.3009	2.2118	2.7429	2.8454
OTU_522	3.593	3.9459	3.1935	4.1467	3.1557	2.3893	2.6323	3.9024	2.8648	4.1591	4.604	3.0613
OTU_666	2.419	2.4339	2.5397	3.2556	3.2008	2.9602	2.8074	2.8242	2.4116	2.689	2.9084	3.3066
OTU_59	7.0075	6.8862	6.2087	6.313	5.915	6.5779	6.1416	6.8246	6.7154	4.9588	4.9334	6.5337
OTU_1293	1.7534	2.2025	0.7997	0.47368	1.2707	1.1838	0.48543	0.77868	0.83637	0.60307	1.3934	1.1111
OTU_3520	2.3082	2.8885	2.5397	3.2556	2.3092	1.8252	2.8074	2.5871	1.1232	2.9043	2.9084	2.5915
OTU_26	7.1019	7.5996	4.8653	6.5588	5.9939	7.1727	7.5438	9.2466	6.4754	4.5591	4.3008	7.8667
OTU_98	4.4818	5.097	6.127	4.8571	5.5124	4.3274	4.8176	5.4095	4.3113	5.2617	5.3526	4.9795
OTU_76	6.8582	6.7099	5.4337	6.5409	6.0565	6.7695	6.1739	6.4585	6.6827	5.4871	5.343	6.8513
OTU_719	3.0891	4.1221	0.0	0.47368	0.88573	1.8252	0.48543	0.0	0.47796	0.33282	0.34613	2.1636
OTU_135	5.7433	6.2145	6.7254	6.1088	6.1398	5.7085	5.8728	4.9896	4.6186	6.0472	6.1869	5.5669
OTU_123	6.5528	5.8838	4.1729	4.9508	4.1888	5.5215	4.5969	4.5125	6.2778	3.4409	3.391	5.4821
OTU_90	5.586	5.7291	2.6288	4.3528	4.6771	5.7317	4.1859	5.9667	4.8911	3.1349	2.621	6.5694
OTU_4318	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3769	1.1281	0.84851	2.1155	0.47368	1.2707	1.9882	0.848	0.44125	1.3624	1.0271	1.0598	1.3487
OTU_299	4.6728	5.3727	3.1339	3.1331	2.7937	2.5016	2.9635	3.0278	2.6102	2.8007	3.0568	4.0751
OTU_337	3.2773	3.9459	1.3112	1.8955	2.537	3.9461	2.8875	2.3032	4.161	1.0271	2.9595	3.8614
OTU_669	2.0573	0.84851	1.6881	1.5574	2.3891	1.1838	0.848	2.3032	1.747	2.2118	1.5351	0.82651
OTU_851	4.1048	4.3374	3.7647	4.1146	3.7477	3.6376	4.0179	4.0959	3.6762	3.9327	4.3781	3.9362
OTU_2248	3.2773	2.9645	2.6288	3.1956	2.0385	2.6057	2.6323	2.8953	2.0504	3.047	3.2335	2.921
OTU_726	2.419	1.5857	2.2338	1.8955	2.2245	1.6413	1.926	2.9631	0.47796	2.6298	2.0888	1.3487
OTU_2011	5.7539	6.0672	5.6082	6.1879	5.8669	6.3938	6.2133	5.8817	5.4916	5.2221	5.4181	6.1417
OTU_725	5.2686	5.1468	4.9713	5.0724	4.9781	5.4393	4.7115	5.385	5.3598	4.4086	5.2432	5.4945
OTU_141	4.5564	4.5247	5.2352	5.245	4.8983	4.6287	3.7866	4.8172	3.8824	4.7796	4.8944	3.8614
OTU_1276	2.419	0.48576	1.6881	1.115	1.825	0.88582	1.1375	2.7494	1.5675	1.8459	2.0888	0.47165
OTU_341	2.6178	3.171	2.7127	3.1331	3.6209	2.3893	3.7004	3.3649	3.1466	2.9535	2.7429	1.5526
OTU_3543	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.44125	0.0	0.33282	0.34613	0.47165
OTU_132	5.3123	4.6904	4.6049	4.6716	4.7547	3.8644	3.2327	3.8317	4.5233	4.7381	5.0677	3.8614
OTU_223	4.5564	3.1054	3.8413	4.6934	4.048	4.4722	3.4594	4.6627	4.7923	4.4606	5.1471	3.8993
OTU_689	3.0205	0.84851	2.4448	2.6873	2.537	2.3893	2.8875	2.8242	2.4116	2.365	3.7807	2.6812
OTU_448	2.9485	2.7234	2.9386	2.2888	2.2245	2.3893	2.433	1.052	1.747	1.7378	2.6832	1.7313
OTU_3227	4.4031	5.1304	3.6839	2.5975	4.7086	4.814	6.1579	5.114	4.0962	5.63	4.7993	5.0316
OTU_154	5.0623	5.7071	5.9824	5.9991	5.4485	5.0721	5.3716	4.94	4.3673	5.1182	5.1136	5.647
OTU_690	4.0018	3.1054	4.0166	4.268	3.5179	3.1786	3.1699	4.5571	2.8648	3.8828	4.2606	3.6555
OTU_2905	0.84037	0.0	0.0	0.0	0.0	0.88582	0.48543	0.44125	0.0	1.0271	0.85874	0.47165
OTU_112	7.0809	6.9152	6.6423	6.4217	6.8928	6.8981	7.3345	7.4532	6.6716	6.1509	6.4377	7.3352
OTU_557	2.9485	3.0366	3.9832	3.9061	3.1557	2.7028	2.8074	4.2119	3.3268	3.5408	3.6309	2.5915
OTU_320	3.8519	4.2183	2.1155	2.3992	2.0385	2.7938	2.3219	1.2816	1.3624	2.0404	2.8553	3.249
OTU_80	6.8031	6.6536	5.3179	6.6621	5.3012	6.4717	5.6611	6.8956	6.7684	5.7941	5.5904	6.8367
OTU_137	6.0832	5.4139	5.3834	5.2301	5.9681	5.673	6.0312	5.9912	6.8639	4.5749	5.343	5.2958
OTU_142	5.2686	5.3445	5.9654	5.5622	5.0413	4.8778	4.7115	5.0686	4.129	5.3561	5.87	4.8109
OTU_230	3.8118	3.5618	3.4594	3.3684	4.3966	6.4438	3.6088	4.0343	4.4212	4.0044	3.391	3.7825
OTU_95	6.3511	7.2661	2.3431	3.8293	3.836	3.6376	4.2172	4.3192	5.4139	1.3544	1.892	7.4672
OTU_29	7.0425	7.3463	8.1922	6.8243	7.7608	7.0899	8.507	8.2883	7.3747	7.3797	7.2863	7.9859
OTU_286	5.2082	3.9459	4.5827	4.6494	4.5261	5.0353	3.2327	3.7573	5.0872	4.4942	4.5878	3.6555
OTU_275	5.1612	5.454	4.6049	5.8709	4.6119	5.8318	4.6893	5.2147	4.9472	4.3548	3.0568	5.5432
OTU_1002	2.3082	2.0713	2.8672	2.5018	2.7336	2.7028	2.0704	2.4042	1.1232	3.2177	2.3412	2.0334
OTU_1347	2.1882	1.9269	1.5119	1.7363	1.2707	2.1346	2.0704	2.0773	0.83637	2.0404	0.62508	1.1111
OTU_67	5.8058	5.8838	6.1573	6.6114	5.352	6.4854	4.3646	5.675	5.3459	6.0528	6.7381	5.7646
OTU_625	2.5218	2.6332	1.5119	0.82969	1.5743	1.8252	1.585	1.4797	1.9067	1.3544	1.3934	2.283
OTU_1061	2.6178	1.7663	1.078	2.8517	2.4649	2.1346	1.585	2.0773	1.1232	1.7378	2.1779	2.3933
OTU_113	5.8948	6.5153	5.446	5.9726	5.4202	5.7992	5.6949	4.3192	5.2299	5.3652	4.9587	6.3129
OTU_214	5.513	5.6158	3.8035	4.7979	3.6537	4.701	3.4594	3.9698	4.6862	3.2574	4.1547	4.6424
OTU_568	3.8118	4.4206	1.6881	3.4217	3.2868	3.7326	2.8875	3.261	3.8034	2.1287	3.3532	2.4958
OTU_402	3.7706	3.908	4.0812	3.3131	4.0231	3.2446	4.3646	2.6706	2.7848	3.8312	4.4868	3.4665
OTU_171	4.1696	4.7772	4.7706	4.4067	4.3373	3.7779	4.6439	3.5526	2.8648	4.1799	4.7124	3.3619
OTU_1233	2.8727	1.1381	1.845	2.6873	2.0385	0.50986	1.7655	2.4042	2.0504	2.1287	2.1779	1.1111
OTU_237	4.7168	3.869	5.0215	5.1691	4.8707	4.8356	4.6668	6.0469	3.8034	4.7659	5.5154	4.5262
OTU_2834	1.5735	2.2025	1.5119	0.82969	1.4305	1.4306	1.926	2.1947	2.3009	2.365	2.4879	2.0334
OTU_133	4.4031	3.7015	4.9015	4.3251	4.317	4.0233	2.8074	4.4191	4.5233	4.4086	5.3236	3.5161
OTU_759	1.9133	0.48576	2.4448	1.3531	1.825	1.1838	1.585	2.8242	1.3624	1.0271	2.4164	1.5526
OTU_933	2.419	3.512	0.7997	1.7363	1.2707	2.1346	0.48543	1.052	1.5675	1.3544	1.3934	2.7656
OTU_88	5.5254	5.2414	6.1573	5.5622	6.013	5.291	4.9355	6.4288	5.2147	6.3103	6.3153	5.392
OTU_3600	2.0573	2.2025	2.3431	2.0389	2.537	2.2676	2.8074	3.2062	2.4116	2.689	2.556	2.4958
OTU_270	3.2173	3.9829	3.5535	3.1331	3.6857	2.5016	3.9069	2.9631	3.7622	3.1769	5.1691	3.3066
OTU_475	2.3082	1.9269	3.2507	2.0389	2.3891	2.6057	1.926	2.7494	2.6102	2.1287	2.556	2.283
OTU_567	3.1546	3.1054	2.792	2.8517	2.0385	2.3893	1.7655	2.4042	3.0811	2.8007	3.3532	2.1636
OTU_398	3.545	4.3085	4.4423	0.0	2.4649	1.4306	0.0	1.4797	1.1232	1.6209	2.621	1.8902
OTU_345	3.2773	2.537	2.9386	3.4731	3.5531	3.0368	2.7225	3.2062	2.8648	2.9535	4.198	2.8454
OTU_4344	0.48053	0.0	0.0	0.0	0.0	0.0	0.48543	1.052	0.0	0.0	0.0	0.0
OTU_782	2.0573	1.9269	3.7249	2.9992	3.4449	3.2446	2.9635	2.6706	1.3624	3.047	3.5329	2.3933
OTU_1278	3.7282	2.8885	2.792	2.5018	2.7336	3.0368	3.4594	2.4042	3.2092	2.365	1.5351	2.8454
OTU_1394	2.0573	1.5857	0.7997	1.7363	3.0612	0.88582	1.1375	1.6538	1.9067	2.2118	2.4879	1.5526
OTU_863	2.1882	0.48576	1.5119	1.7363	0.64628	2.1346	1.585	2.0773	1.3624	1.4938	1.3934	0.82651
OTU_3403	1.3679	1.1381	1.078	1.8955	0.88573	1.4306	1.3785	1.8092	1.1232	1.4938	1.2362	0.47165
OTU_107	5.9695	4.7981	4.1729	4.6934	3.7477	5.3522	3.1699	4.443	6.6207	4.527	4.7565	4.1398
OTU_616	2.5218	1.5857	1.9866	2.0389	2.6055	2.6057	1.585	2.5871	2.9406	1.6209	2.8553	1.5526
OTU_319	4.5071	3.7877	2.3431	2.6873	1.825	3.3077	1.1375	2.8242	3.5847	1.3544	3.1479	2.1636
OTU_485	2.6178	2.9645	0.7997	2.8517	3.2008	2.7938	1.7655	0.77868	2.9406	0.60307	0.0	1.3487
OTU_158	3.9657	4.249	3.6417	2.7718	3.9459	4.8356	4.8379	3.5526	3.6312	3.5408	3.3532	4.4769
OTU_86	6.0491	5.9413	4.8469	4.9508	5.352	5.8531	6.1819	6.2162	6.3067	4.6213	4.8133	5.647
OTU_427	2.8727	3.4605	3.5535	2.8517	3.1092	2.6057	2.8074	2.8242	2.7002	3.296	3.2745	2.6812
OTU_1588	1.7534	0.48576	0.45457	1.115	1.091	0.0	0.0	1.052	1.5675	1.9464	0.0	1.5526
OTU_865	3.6846	3.3515	3.5983	3.7481	3.2868	3.5358	2.8875	4.2666	3.6312	3.1769	4.198	2.6812
OTU_783	2.1882	2.0713	0.7997	2.0389	2.3092	1.9882	1.926	2.0773	1.9067	2.1287	1.6641	2.283
OTU_143	4.956	5.3158	4.9713	5.0724	4.6119	4.132	4.278	5.469	4.223	5.4787	5.7588	4.5262
OTU_253	4.2911	5.179	2.5397	2.8517	1.4305	4.0233	1.1375	2.4985	4.4212	2.0404	1.2362	3.8993
OTU_3559	1.1281	0.84851	1.3112	1.115	1.5743	1.4306	1.1375	2.0773	1.1232	1.0271	1.6641	1.7313
OTU_124	4.2617	4.6217	3.1339	3.943	4.5083	3.482	6.3889	4.37	5.7021	0.83059	2.1779	5.0316
OTU_521	2.7079	2.537	1.5119	1.5574	1.9357	2.3893	0.848	2.3032	2.7002	1.2	1.892	1.5526
OTU_198	5.475	5.4671	3.8035	5.1534	3.4819	5.7546	3.1699	3.5526	4.3673	3.047	2.7429	5.4945
OTU_1286	1.9133	1.1381	1.6881	1.3531	2.2245	0.50986	0.48543	1.6538	0.83637	1.6209	1.2362	1.8902
OTU_4284	0.84037	0.48576	0.45457	0.47368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_317	3.3904	4.4206	3.2507	3.8293	3.407	3.1786	3.2327	3.9024	3.2692	2.365	2.8002	2.9929
OTU_2222	3.6395	3.4605	2.9386	2.0389	2.7937	2.1346	2.433	3.0278	2.4116	2.689	3.103	3.1891
OTU_431	4.3759	3.2938	2.2338	3.6622	3.0115	4.7244	2.8074	2.8242	4.0962	2.365	3.9165	3.6105
OTU_409	3.0891	2.537	3.3058	2.9273	2.9067	3.0368	1.926	3.1491	3.6312	2.689	3.5663	2.3933
OTU_3118	4.8998	5.2414	4.6267	4.2386	4.561	6.0597	4.7761	4.443	4.9472	4.4086	3.8366	4.75
OTU_413	2.7926	4.019	2.1155	3.5228	2.2245	3.482	3.8278	2.0773	3.3822	1.8459	1.892	3.4151
OTU_101	5.4228	5.179	5.2772	4.757	5.1827	6.6769	4.6439	4.8711	4.9835	5.6673	6.3684	4.75
OTU_433	3.6846	3.6564	2.8672	2.2888	2.1345	3.482	2.2016	2.1947	3.5367	2.5035	3.3532	2.7656
OTU_827	1.9133	1.1381	2.7127	1.5574	2.0385	0.88582	0.848	2.1947	0.83637	1.7378	1.6641	1.8902
OTU_424	3.3904	4.1549	3.5983	4.0819	3.7477	3.3077	3.2327	3.795	2.7848	4.0948	4.0405	4.1711
OTU_4231	0.84037	1.3792	0.45457	1.115	0.35903	0.50986	0.848	0.0	0.47796	0.33282	0.0	1.3487
OTU_551	2.7926	2.8885	2.7127	3.1956	2.9601	2.9602	1.585	2.1947	2.1811	2.6298	1.7826	2.6812
OTU_244	5.586	6.2902	6.4169	6.0925	6.6342	5.8636	6.0917	4.6003	4.9472	6.3103	6.4103	5.6246
OTU_187	5.0451	4.598	5.5861	5.0041	4.5083	4.2966	4.5236	4.9231	4.253	4.9222	4.9075	4.3731
OTU_251	4.2617	5.2865	3.6417	2.9992	3.836	3.6859	5.7388	3.261	4.7923	2.6298	3.6309	4.8306
OTU_1902	1.3679	1.3792	1.078	0.82969	1.2707	1.1838	1.3785	1.052	1.3624	1.9464	2.0888	1.3487
OTU_411	4.201	3.7452	3.1339	3.5707	2.9067	3.5876	3.2928	3.5079	3.6312	2.365	4.198	3.0613
OTU_163	4.4818	4.019	4.4175	4.0141	4.3966	4.233	4.2172	5.2559	4.253	4.0728	4.8812	4.0751
OTU_1069	5.129	4.4474	3.3589	3.7893	2.8513	4.5784	2.8074	3.9024	5.4789	3.5408	4.0641	4.3182
OTU_859	2.0573	1.3792	2.6288	1.8955	2.0385	1.9882	2.5361	2.0773	0.83637	1.9464	1.9937	1.7313
OTU_145	3.3904	3.7015	4.4175	4.8377	4.4902	3.3077	4.1538	4.9059	4.4984	4.4261	4.604	3.9722
OTU_262	2.9485	3.908	3.7647	3.5707	3.328	2.7028	2.8875	3.261	2.3009	3.6342	4.0641	3.3619
OTU_397	2.6178	3.7452	2.5397	3.5228	2.671	2.2676	2.3219	2.1947	2.4116	2.746	3.5663	2.8454
OTU_613	2.419	1.5857	1.078	1.115	0.35903	2.9602	0.848	0.0	3.5367	0.33282	0.34613	1.7313
OTU_191	4.3199	4.645	3.5072	3.7058	3.4819	4.814	3.4594	3.261	4.223	3.957	3.009	3.5641
OTU_1040	1.3679	1.5857	1.078	1.3531	1.7051	1.8252	1.1375	0.44125	1.3624	0.83059	0.85874	1.3487
OTU_256	4.8414	4.6217	4.9369	4.3251	4.4348	4.8356	4.121	4.9732	4.9287	4.3363	4.7709	4.3997
OTU_331	4.5071	3.6564	1.9866	2.9273	1.9357	3.3077	2.8074	2.0773	3.3268	1.0271	0.62508	4.1711
OTU_639	3.9657	3.9829	4.4907	3.943	4.2543	3.3077	3.6088	3.5079	2.7002	3.5726	3.752	3.3066
OTU_2479	0.84037	0.48576	0.0	0.47368	0.0	0.0	0.0	0.0	1.5675	0.0	0.62508	0.0
OTU_1935	0.48053	0.0	0.7997	0.47368	0.64628	0.88582	0.848	1.2816	1.1232	0.33282	1.0598	1.3487
OTU_297	3.6846	4.0542	3.1935	3.5707	3.6857	4.5526	4.4983	3.9365	5.0704	3.5726	3.2745	4.4517
OTU_235	4.2911	3.512	3.7647	4.0484	3.5874	4.7473	3.4594	5.4095	3.7198	4.1799	4.7565	3.4151
OTU_231	4.7804	4.7981	4.7901	4.6934	4.048	3.3682	4.1538	4.9896	3.7198	4.7381	5.3526	4.3997
OTU_281	3.8118	3.3515	4.2022	4.0141	4.1201	2.7938	3.7442	3.261	3.3268	4.4086	4.3781	3.5161
OTU_1816	2.0573	1.1381	1.3112	1.115	1.5743	1.4306	1.1375	2.3032	1.5675	1.3544	1.892	0.82651
OTU_338	3.7282	4.3934	4.0812	4.5572	3.5874	3.4263	3.9819	4.2931	3.1466	4.5749	4.4514	3.4151
OTU_217	3.6395	3.407	3.7647	4.268	3.6209	3.6859	3.2327	3.3649	3.3268	2.9043	3.1913	3.3066
OTU_2879	0.84037	0.48576	0.45457	1.115	0.0	0.88582	1.1375	0.77868	0.47796	0.60307	0.34613	0.82651
OTU_120	4.8213	3.9459	5.3445	4.2386	4.5952	4.7699	5.1619	4.7988	5.6466	4.3729	4.4514	3.7825
OTU_455	3.335	3.3515	1.5119	1.7363	1.2707	2.6057	1.926	2.4985	3.0811	1.0271	1.0598	2.0334
OTU_682	3.9657	3.9829	3.0717	3.2556	3.6209	3.7779	2.8875	2.6706	4.9472	3.5408	4.6823	3.3619
OTU_536	3.0205	2.2025	2.792	2.0389	2.2245	2.5016	2.0704	4.1258	2.6102	2.365	3.4278	2.4958
OTU_566	2.7079	2.0713	1.845	1.5574	1.9357	1.1838	1.585	0.77868	0.83637	1.6209	2.0888	1.3487
OTU_267	4.2316	4.3934	4.5374	4.8377	3.9192	3.7326	3.6088	4.1258	3.6312	3.75	4.24	3.4665
OTU_2974	3.0891	3.5618	1.5119	2.9992	2.537	3.3077	2.5361	2.5871	3.2092	2.4359	2.556	4.2017
OTU_164	5.4878	4.8789	4.8093	4.757	5.1939	5.2271	4.4725	4.8533	5.0189	5.63	5.9353	4.4769
OTU_651	2.5218	2.3229	1.845	2.0389	1.5743	0.88582	1.3785	2.0773	1.9067	2.0404	1.7826	0.47165
OTU_2173	1.1281	0.0	0.0	0.0	0.35903	0.50986	0.0	0.77868	0.47796	0.33282	0.34613	0.47165
OTU_228	3.9288	5.163	2.792	3.9061	3.2008	3.1094	3.0356	3.0897	3.9203	2.4359	3.1913	4.5502
OTU_2509	0.84037	0.48576	0.7997	0.0	0.0	0.50986	0.48543	1.052	0.0	0.60307	1.0598	0.47165
OTU_288	4.5564	3.908	2.9386	4.268	2.7336	4.7921	3.7866	2.0773	3.7198	2.365	0.85874	4.597
OTU_258	3.9288	4.4206	3.7249	3.7481	3.1092	3.5358	2.5361	3.5079	3.9203	2.4359	3.0568	3.9722
OTU_1963	1.3679	0.0	1.3112	1.3531	1.2707	1.4306	0.48543	0.44125	0.0	1.6209	0.85874	1.3487
OTU_1230	2.5218	3.2337	3.2507	3.6622	2.7937	1.9882	2.5361	2.5871	2.0504	3.8828	3.4278	3.4151
OTU_1298	0.84037	0.48576	1.078	0.82969	1.2707	1.1838	1.585	2.5871	2.3009	0.83059	1.6641	1.5526
OTU_2267	1.3679	0.48576	1.078	1.115	0.88573	1.1838	0.48543	1.6538	1.5675	0.60307	0.85874	0.82651
OTU_1299	0.84037	0.84851	0.45457	0.47368	1.091	0.88582	1.1375	1.052	0.47796	0.33282	0.62508	0.0
OTU_246	4.4818	4.5495	3.7647	4.9508	4.7697	5.2434	4.0531	2.7494	4.9472	3.7776	4.1326	4.3997
OTU_250	3.1546	3.9829	4.0166	3.8682	3.7477	2.8794	3.511	3.4142	3.3268	3.5408	3.4987	3.6991
OTU_1338	4.7383	4.2791	3.5072	3.1331	3.368	4.4995	3.1699	3.638	4.4212	3.047	3.6309	4.0751
OTU_1996	1.5735	0.84851	1.078	1.3531	1.4305	2.3893	1.7655	2.3032	2.4116	0.83059	1.6641	2.0334
OTU_1620	1.5735	0.48576	1.078	0.47368	1.4305	0.50986	0.848	0.44125	0.0	0.83059	1.0598	1.1111
OTU_208	5.177	5.3727	3.0067	4.3251	3.407	3.1094	2.8074	2.4042	4.7717	2.8007	2.2619	3.4665
OTU_1380	1.5735	0.84851	0.7997	0.82969	0.35903	0.50986	1.1375	1.052	1.1232	0.83059	0.34613	0.47165
OTU_4198	0.48053	0.0	0.0	0.0	0.64628	0.50986	0.48543	0.0	0.0	0.33282	0.85874	0.47165
OTU_1350	1.7534	1.3792	1.845	1.115	1.4305	0.0	1.3785	1.052	0.0	1.3544	1.5351	0.0
OTU_509	1.9133	2.2025	2.5397	1.8955	1.9357	1.6413	2.0704	1.9494	1.1232	2.5035	2.6832	2.1636
OTU_169	3.8519	3.9459	3.9832	4.2086	4.5261	4.6773	4.1859	4.0959	4.3396	3.5726	4.34	4.7706
OTU_54	5.0277	4.9366	6.8277	5.6872	6.6052	5.4393	5.8826	7.268	4.7923	6.4061	5.7944	5.4945
OTU_1707	1.5735	1.3792	0.0	0.0	0.35903	0.50986	0.848	0.44125	0.0	0.33282	0.62508	0.82651
OTU_292	3.335	3.1054	3.5072	3.2556	3.2444	3.3682	2.8875	3.5526	3.6762	3.5726	4.1326	2.7656
OTU_3740	2.7079	1.9269	2.3431	3.0677	2.9601	2.5016	0.48543	1.2816	1.9067	2.568	3.103	0.47165
OTU_405	3.3904	3.407	4.1124	3.7481	4.0724	3.0368	3.3505	4.0654	2.8648	3.5408	3.8366	3.249
OTU_220	4.5804	3.171	3.7249	4.2968	4.0231	4.2001	3.5607	4.9896	4.4984	4.3729	4.8679	4.1398
OTU_280	4.201	3.9459	3.7647	4.1467	3.717	4.3274	3.7442	4.1258	4.1924	3.8828	3.9165	4.1398
OTU_162	5.8361	5.9507	6.6043	6.1879	6.5055	5.965	6.2133	6.7877	5.6912	6.007	6.3636	6.0771
OTU_1141	1.3679	1.3792	1.078	1.3531	0.88573	0.50986	0.848	0.0	0.83637	1.7378	1.3934	1.3487
OTU_318	4.201	4.8789	3.5983	5.1846	2.6055	5.1257	4.5969	1.6538	4.8126	2.9043	1.892	6.5457
OTU_525	3.1546	2.3229	1.078	2.1692	1.2707	3.7779	2.7225	1.4797	2.3009	1.2	0.34613	2.0334
OTU_1362	1.1281	0.84851	0.7997	2.0389	1.5743	1.6413	0.0	1.6538	1.1232	1.3544	2.0888	1.3487
OTU_261	4.0369	4.3085	4.3405	3.4731	3.5874	3.5876	3.1699	3.7573	3.7622	3.475	3.3532	3.8225
OTU_1741	0.84037	0.0	0.7997	1.115	1.091	0.88582	0.0	0.77868	0.0	1.3544	0.85874	0.0
OTU_1265	1.3679	1.1381	1.078	2.3992	0.88573	0.0	0.48543	1.052	1.3624	2.0404	1.9937	0.47165
OTU_515	2.3082	2.537	1.6881	1.5574	1.5743	2.3893	2.2016	1.6538	3.487	1.3544	1.0598	2.0334
OTU_68	5.1927	5.8838	6.8135	5.7406	6.4783	6.8459	6.0832	5.9831	8.0875	5.2019	5.3904	7.1551
OTU_710	1.7534	2.4339	1.6881	1.3531	1.091	1.8252	1.1375	1.052	0.47796	1.0271	1.7826	1.3487
OTU_347	3.7282	2.2025	3.1339	3.5228	3.4819	3.482	2.6323	4.0024	3.7622	3.9809	4.0405	1.8902
OTU_739	2.0573	1.1381	1.9866	2.1692	2.2245	2.3893	2.2016	2.8953	2.1811	2.5035	2.621	2.0334
OTU_774	2.5218	1.9269	3.0067	2.5975	2.537	1.4306	1.585	2.4042	2.4116	3.6037	2.6832	1.5526
OTU_618	1.1281	2.3229	1.3112	3.1956	1.825	1.4306	1.926	1.052	1.747	1.4938	1.5351	1.7313
OTU_165	4.3759	4.5247	4.5827	5.0215	4.7547	5.1081	4.0875	4.8354	4.6862	4.2206	4.4335	4.6646
OTU_804	2.6178	1.5857	1.5119	2.0389	2.1345	1.8252	2.2016	1.9494	1.747	1.8459	1.9937	1.8902
OTU_150	5.3408	5.4003	3.3589	4.2968	3.8072	4.9389	4.3923	5.2147	5.6123	2.8535	2.4879	6.0688
OTU_864	1.3679	1.5857	1.845	2.1692	1.091	0.88582	0.48543	0.44125	0.83637	1.3544	1.2362	1.5526
